Name,Type,Level,Race,Attribute,ATK,DEF,LCK,Release_date,Rare
The Agent of Creation - Venus,Effect Monster,3,Fairy,LIGHT,1600,0,8.07,08/09/2000,False
Penumbral Soldier Lady,Effect Monster,6,Warrior,DARK,2100,1400,2.83,19/04/2017,True
Fire Princess,Effect Monster,4,Pyro,FIRE,1300,1500,1.52,16/08/2002,True
Charming Resort Staff,Effect Monster,3,Fairy,LIGHT,300,200,4.69,25/11/2016,True
Paleozoic Marrella,Trap Card,,Normal,,,,9.88,24/10/2012,False
King's Knight,Effect Monster,4,Warrior,LIGHT,1600,1400,6.41,21/10/2004,True
Heart of Clear Water,Spell Card,,Equip,,,,0.36,23/08/2002,True
Evo-Branch,Trap Card,,Normal,,,,2.27,19/03/2011,True
Stardust Charge Warrior,Synchro Monster,6,Warrior,WIND,2000,1300,2.79,24/04/2001,True
Tardy Orc,Effect Monster,4,Fiend,DARK,2200,0,6.88,27/06/2019,True
T.G. Catapult Dragon,Effect Monster,2,Dragon,EARTH,900,1300,3.16,25/11/2006,True
T.G. Cyber Magician,Tuner Monster,1,Spellcaster,LIGHT,0,0,1.73,11/03/2003,False
Samurai of the Ice Barrier,Effect Monster,4,Warrior,WATER,1800,1500,8.78,19/04/2001,False
Against the Wind,Spell Card,,Normal,,,,4.34,03/06/2018,False
Dinomist Pteran,Pendulum Effect Monster,4,Machine,WATER,1800,1200,0.85,14/08/2006,True
Viper's Rebirth,Spell Card,,Normal,,,,2.33,24/02/2004,False
Apprentice Piper,Flip Effect Monster,2,Spellcaster,DARK,100,1500,3.94,29/02/2004,False
Magic Triangle of the Ice Barrier,Spell Card,,Normal,,,,8.91,27/02/2015,False
Yosenju Shinchu L,Pendulum Effect Monster,4,Rock,WIND,0,2100,9.29,27/06/2016,True
Koa'ki Meiru Maximus,Effect Monster,8,Dragon,WIND,3000,2500,7.34,20/05/2010,False
Performapal Odd-Eyes Metal Claw,Fusion Monster,8,Dragon,DARK,3000,3000,3.64,10/09/2019,False
Satellarknight Alsahm,Effect Monster,4,Warrior,LIGHT,1400,1800,0.34,16/09/2016,False
Anti-Aircraft Flower,Effect Monster,3,Plant,EARTH,0,1600,1.3,21/10/2015,False
Thorn of Malice,Spell Card,,Equip,,,,2.71,01/03/2008,False
R-Genex Crusher,Effect Monster,2,Machine,EARTH,800,800,3.39,22/11/2004,True
Armor Ninjitsu Art of Freezing,Trap Card,,Continuous,,,,9.23,01/03/2020,False
Neo Flamvell Garuda,Effect Monster,3,Pyro,FIRE,1200,1800,8.28,19/08/2006,False
Black Pendant,Spell Card,,Equip,,,,7.98,25/10/2017,False
A-to-Z-Dragon Buster Cannon,Fusion Monster,10,Machine,LIGHT,4000,4000,7.82,29/07/2005,False
Dark Armed Dragon,Effect Monster,7,Dragon,DARK,2800,1000,7.07,24/09/2011,False
Spiritual Beast Tamer Winda,Effect Monster,4,Psychic,WIND,1600,1800,5.83,04/05/2010,False
Performapal Stamp Turtle,Effect Monster,4,Aqua,WATER,100,1800,9.44,17/10/1999,False
Variety Comes Out,Spell Card,,Normal,,,,1.44,14/02/2020,True
Tellarknight Genesis,Spell Card,,Quick-Play,,,,1.32,26/06/2011,True
Big Shield Gardna,Effect Monster,4,Warrior,EARTH,100,2600,1.16,25/01/2004,False
Yosenju Kama 1,Effect Monster,4,Beast-Warrior,WIND,1600,500,2.61,05/01/2005,False
Element Magician,Effect Monster,4,Spellcaster,LIGHT,1500,1200,1.03,21/10/2002,True
Gusto Gulldo,Tuner Monster,3,Winged Beast,WIND,500,500,4.3,25/05/2019,False
Dark Voltanis,Effect Monster,8,Fairy,DARK,2800,1400,8.43,29/04/2008,False
Dark Driceratops,Effect Monster,6,Dinosaur,EARTH,2400,1500,2.62,26/05/1999,True
Alchemic Magician,XYZ Monster,4,Spellcaster,DARK,1500,1500,6.43,01/04/2018,False
"Yellow Baboon, Archer of the Forest",Effect Monster,7,Beast,EARTH,2600,1800,8.92,02/08/2020,True
Fluffal Owl,Effect Monster,2,Fairy,EARTH,1000,1000,4.22,11/05/2017,False
Skilled Red Magician,Effect Monster,4,Spellcaster,DARK,1600,1600,3.55,25/08/2005,True
Photon Thrasher,Effect Monster,4,Warrior,LIGHT,2100,0,9.1,05/03/2001,False
Alchemy Cycle,Trap Card,,Normal,,,,5.72,05/08/2014,False
Stand-Off,Spell Card,,Normal,,,,8.84,08/06/2013,False
Chakra,Ritual Monster,7,Fiend,DARK,2450,2000,2.14,05/10/2004,False
Huge Revolution,Trap Card,,Normal,,,,1.21,26/12/2011,True
The End of Anubis,Effect Monster,6,Fiend,DARK,2500,0,5.85,12/02/2012,False
Shutendoji,Effect Monster,4,Zombie,EARTH,1500,800,0.7,09/10/2003,True
Aquarium Set,Spell Card,,Continuous,,,,5.04,24/09/2007,False
Ritual Foregone,Spell Card,,Normal,,,,0.95,26/05/2000,True
Toon Mermaid,Toon Monster,4,Aqua,WATER,1400,1500,4.62,17/04/2014,True
"Dragodies, the Empowered Warrior",Pendulum Effect Monster,4,Warrior,LIGHT,1500,1500,3.7,23/12/2018,True
The Unfriendly Amazon,Effect Monster,4,Warrior,EARTH,2000,1000,9.27,28/03/2015,False
Codarus,Effect Monster,4,Sea Serpent,WATER,1400,1200,7.71,13/07/2010,False
Scrap Soldier,Tuner Monster,5,Warrior,EARTH,2100,700,1.88,03/12/2009,True
Qliphort Scout,Pendulum Normal Monster,5,Machine,EARTH,1000,2800,8.56,10/12/2015,False
"Denglong, First of the Yang Zing",Synchro Tuner Monster,5,Wyrm,LIGHT,0,2800,8.16,08/08/2016,True
Mist Condor,Effect Monster,4,Winged Beast,WIND,1400,400,2.26,01/06/2013,False
Red Archery Girl,Normal Monster,4,Aqua,WATER,1400,1500,1.91,24/08/2013,False
Chronomaly Winged Sphinx,Effect Monster,5,Rock,EARTH,1600,1900,3.3,14/08/2012,True
Wattcube,Spell Card,,Equip,,,,5.48,23/11/2004,True
Y-Dragon Head,Union Effect Monster,4,Machine,LIGHT,1500,1600,0.47,27/06/2004,False
Gruesome Goo,Normal Monster,3,Aqua,WATER,1300,700,6.88,20/10/2017,False
Vylon Polytope,Spell Card,,Quick-Play,,,,6.21,20/01/2013,True
Spirit of the Six Samurai,Union Effect Monster,3,Warrior,EARTH,500,500,1.55,17/09/2012,True
Debunk,Trap Card,,Counter,,,,0.41,29/08/2003,False
Dragard,Effect Monster,4,Dragon,DARK,1300,1900,6.62,03/04/2002,True
Call of the Earthbound,Trap Card,,Normal,,,,9.13,30/05/2013,True
"Gungnir, Dragon of the Ice Barrier",Synchro Monster,7,Dragon,WATER,2500,1700,5.07,24/09/2020,True
Ganbara Lancer,Effect Monster,5,Warrior,LIGHT,1000,2000,5.48,13/03/2010,False
Statue of the Wicked,Trap Card,,Normal,,,,8.9,02/12/2010,True
Wicked Token,Token,,Fiend,,,,6.13,01/01/2013,False
Dark Deal,Trap Card,,Normal,,,,3.4,23/08/2016,True
Coffin Seller,Trap Card,,Continuous,,,,0.7,30/06/2017,False
Inzektor Giga-Cricket,Effect Monster,5,Insect,DARK,2000,1300,3.97,28/11/2012,False
Heroic Challenger - Assault Halberd,Effect Monster,4,Warrior,EARTH,1800,200,8.7,30/01/2003,False
Igknight Burst,Trap Card,,Continuous,,,,2.52,26/07/1999,True
Nobleman-Eater Bug,Flip Effect Monster,5,Insect,EARTH,900,1200,5.13,28/07/2017,True
Evilswarm Thanatos,XYZ Monster,4,Fiend,DARK,2350,1350,5.06,30/08/2001,True
Metal Armored Bug,Normal Monster,8,Insect,EARTH,2800,1500,0.59,12/12/2020,False
Catalyst Field,Spell Card,,Field,,,,4.67,05/06/2017,True
Wheel of Prophecy,Effect Monster,8,Spellcaster,DARK,2700,1700,8.06,09/11/2001,False
Jurrac Velphito,Synchro Monster,5,Dinosaur,FIRE,0,0,9.54,05/11/2012,False
Subterror Behemoth Stygokraken,Flip Effect Monster,5,Sea Serpent,EARTH,1400,2600,0.52,16/05/2017,False
Gladiator Beast Torax,Effect Monster,3,Fish,WATER,1400,400,5.99,22/11/2012,True
Inzektor Firefly,Effect Monster,1,Insect,DARK,100,100,9.52,09/05/2012,False
Warrior of Zera,Normal Monster,4,Warrior,EARTH,1600,1600,9.46,22/12/2004,False
Brotherhood of the Fire Fist - Rhino,Effect Monster,4,Beast-Warrior,FIRE,1700,1400,1.93,18/09/2003,False
Transforming Sphere,Effect Monster,3,Winged Beast,WIND,100,100,8.39,17/11/2001,False
Transmigration Break,Trap Card,,Continuous,,,,1.2,12/12/2016,True
Fusion Reserve,Trap Card,,Normal,,,,2.3,07/07/2002,False
Red Rising Dragon,Synchro Monster,6,Dragon,DARK,2100,1600,0.37,11/05/2015,True
Genex Ally Axel,Synchro Monster,8,Machine,DARK,2600,2000,0.04,31/03/2011,True
Super Koi Koi,Spell Card,,Normal,,,,3.72,14/04/2013,True
Mecha Phantom Beast Hamstrat,Effect Monster,3,Machine,WIND,1100,1600,3.61,04/03/2010,False
Dark Horus,Effect Monster,8,Dragon,DARK,3000,1800,1.52,29/11/2009,True
Fiend Skull Dragon,Fusion Monster,5,Dragon,WIND,2000,1200,7.34,01/02/2016,True
Fortress Warrior,Effect Monster,2,Warrior,EARTH,600,1200,6.23,06/02/2013,False
Morphtronic Datatron,Effect Monster,3,Pyro,FIRE,1200,600,3.13,14/02/2001,True
Herald of Creation,Effect Monster,4,Spellcaster,LIGHT,1800,600,7.02,13/05/2004,True
The Fiend Megacyber,Effect Monster,6,Warrior,DARK,2200,1200,3.19,26/02/2016,False
Neo Flamvell Origin,Tuner Monster,2,Pyro,FIRE,500,200,2.87,03/08/2005,True
Doppelganger,Trap Card,,Continuous,,,,5.67,10/12/2018,True
Union Hangar,Spell Card,,Field,,,,6.04,03/07/2012,True
Gishki Chain,Effect Monster,4,Sea Serpent,WATER,1800,1000,4.24,19/01/2019,False
Fire King Avatar Yaksha,Effect Monster,4,Beast-Warrior,FIRE,1800,200,0.84,03/10/1999,False
Volcanic Counter,Effect Monster,3,Pyro,FIRE,300,1300,9.74,02/08/2020,True
Graydle Alligator,Effect Monster,3,Aqua,WATER,500,1500,2.79,16/12/1999,False
Fluffal Leo,Effect Monster,4,Fairy,EARTH,1600,1200,5.66,27/08/2020,False
Copy Plant,Tuner Monster,1,Plant,WIND,0,0,7.62,29/09/2012,False
Flame Tiger,Effect Monster,4,Beast,FIRE,1800,0,0.08,18/02/2008,True
"Bi'an, Earth of the Yang Zing",Effect Monster,3,Wyrm,EARTH,1600,0,1.59,05/01/2017,True
Tin Archduke,XYZ Monster,4,Machine,EARTH,2200,1200,7.71,20/11/2017,True
Serpent Night Dragon,Normal Monster,7,Dragon,DARK,2350,2400,4.41,27/08/1999,False
Prideful Roar,Trap Card,,Normal,,,,6.31,03/06/2017,False
Superdimensional Robot Galaxy Destroyer,XYZ Monster,10,Machine,LIGHT,5000,2000,6.27,23/09/2014,True
Labyrinth of Nightmare,Trap Card,,Continuous,,,,6.92,22/08/2011,False
Archfiend Heiress,Effect Monster,3,Fiend,DARK,1000,0,3.24,27/12/2011,True
The Black Stone of Legend,Effect Monster,1,Dragon,DARK,0,0,7.68,27/12/2007,True
Saggi the Dark Clown,Normal Monster,3,Spellcaster,DARK,600,1500,1.02,09/12/2010,True
Xyz Reversal,Trap Card,,Normal,,,,3.46,10/10/2012,True
Photon Generator Unit,Spell Card,,Quick-Play,,,,3.33,23/12/2017,True
Royal Knight of the Ice Barrier,Effect Monster,5,Warrior,WATER,2000,2000,3.98,19/04/2019,False
Ice Coffin Token,Token,,Aqua,,,,7.93,06/06/2019,True
Aquaactress Guppy,Effect Monster,2,Aqua,WATER,600,600,4.69,04/03/2008,False
Dragon Zombie,Normal Monster,3,Zombie,DARK,1600,0,3.95,16/10/1999,False
Mind on Air,Effect Monster,6,Spellcaster,DARK,1000,1600,5.24,25/05/2005,False
Vermillion Dragon Mech,Synchro Monster,9,Machine,FIRE,2700,1800,4.76,25/08/2018,False
Goblin Black Ops,Effect Monster,4,Beast-Warrior,DARK,1300,0,9.07,12/01/2002,True
Element Soldier,Effect Monster,4,Fiend,DARK,1500,1200,8.84,08/08/2015,False
Rain of Mercy,Spell Card,,Normal,,,,9.53,19/09/2007,True
Bujinfidel,Trap Card,,Normal,,,,9.26,23/09/2003,True
Gishki Zielgigas,Ritual Effect Monster,10,Aqua,WATER,3200,0,0.19,12/04/2003,False
Curse of Anubis,Trap Card,,Normal,,,,2.65,21/03/2018,False
Keeper of the Shrine,Effect Monster,4,Dragon,DARK,0,2100,0.21,12/11/2003,False
Brotherhood of the Fire Fist - Boar,Tuner Monster,4,Beast-Warrior,FIRE,1100,1400,0.21,23/03/2010,False
Fissure,Spell Card,,Normal,,,,1.4,30/01/2008,True
Hieratic Dragon of Sutekh,Effect Monster,8,Dragon,LIGHT,2800,2000,8.24,01/06/2006,False
Koa'ki Meiru Wall,Effect Monster,4,Rock,EARTH,1900,1200,2.68,18/03/2020,True
Moon Dragon Quilla,Synchro Monster,6,Dragon,DARK,2500,2000,1.8,12/08/2008,False
Pyramid of Wonders,Spell Card,,Continuous,,,,3.12,27/09/1999,True
Waterdragon Fairy,Normal Monster,3,Aqua,WATER,1100,700,0.73,28/07/2015,True
Fishborg Launcher,Tuner Monster,1,Fish,WATER,200,100,2.49,10/06/2009,True
Marshmallon Glasses,Spell Card,,Continuous,,,,5.82,25/11/2020,True
Gaia the Dragon Champion,Fusion Monster,7,Dragon,WIND,2600,2100,8.46,01/02/2003,False
The Law of the Normal,Spell Card,,Normal,,,,7.11,02/12/2014,True
Oni Tank T-34,Normal Monster,4,Machine,EARTH,1400,1700,0.09,09/10/2006,True
Crystron Rion,Tuner Monster,3,Machine,WATER,500,500,2.97,14/11/2012,False
Boss Rush,Spell Card,,Continuous,,,,7.24,25/10/2008,True
Infernity Launcher,Spell Card,,Continuous,,,,9.33,09/04/2010,True
Last Chapter of the Noble Knights,Spell Card,,Normal,,,,2.06,07/02/2015,True
Dreadscythe Harvester,Effect Monster,8,Insect,WIND,2300,1600,0.83,16/09/2016,True
The Earl of Demise,Normal Monster,5,Fiend,DARK,2000,700,2.11,23/03/2014,False
Raptor's Gust,Trap Card,,Counter,,,,6.77,10/08/2014,False
Majestic Red Dragon,Synchro Monster,10,Dragon,DARK,4000,3000,9.72,09/07/1999,False
Scrap Mind Reader,Tuner Monster,1,Machine,EARTH,0,0,0.78,06/03/2003,False
Gemini Trap Hole,Trap Card,,Normal,,,,6.12,25/11/2007,True
Dark Bat,Normal Monster,3,Winged Beast,WIND,1000,1000,7.07,18/01/2012,False
Kozmo Goodwitch,Effect Monster,4,Psychic,LIGHT,1800,1000,3.22,18/01/2010,False
Dimension Wall,Trap Card,,Normal,,,,1.03,17/02/2013,False
"Loki, Lord of the Aesir",Synchro Monster,10,Spellcaster,DARK,3300,3000,6.81,25/06/2003,True
Earthbound Spirit,Normal Monster,4,Fiend,EARTH,500,2000,2.64,12/01/2008,True
Gishki Abyss,Effect Monster,2,Fish,WATER,800,500,4.01,05/02/2011,False
Ghost of a Grudge,Trap Card,,Normal,,,,0.53,21/06/2016,False
Gagaga Head,Effect Monster,6,Spellcaster,DARK,2100,2000,2.86,20/01/2017,False
Coach Captain Bearman,Effect Monster,8,Beast-Warrior,FIRE,2600,2700,9.63,07/10/2016,False
Armored Cybern,Union Effect Monster,4,Machine,WIND,0,2000,0.23,12/01/2003,False
Pot of Avarice,Spell Card,,Normal,,,,0.18,29/07/2011,True
Star Blast,Spell Card,,Normal,,,,8.88,20/02/2015,True
Majioshaleon,Effect Monster,5,Reptile,WATER,2000,800,0.77,07/03/2015,True
Double Tag Team,Trap Card,,Normal,,,,9.18,24/07/2007,True
Magic Formula,Spell Card,,Equip,,,,3.53,20/06/2005,True
Mirror Mail,Trap Card,,Normal,,,,2.45,10/03/2017,True
Powersink Stone,Trap Card,,Continuous,,,,2.63,19/06/2009,False
Kozmotown,Spell Card,,Field,,,,3.69,10/06/2006,True
Yang Zing Brutality,Trap Card,,Normal,,,,8.12,24/02/2001,True
Turbo Synchron,Tuner Monster,1,Machine,WIND,100,500,3.66,12/09/2017,False
Igknight Cavalier,Pendulum Normal Monster,5,Warrior,FIRE,2400,1200,5.34,02/12/2015,True
Scapeghost,Tuner Monster,1,Zombie,DARK,0,0,1.18,30/12/2001,False
Black Sheep Token,Token,,Zombie,,,,5.11,31/08/1999,False
Labyrinth Wall,Normal Monster,5,Rock,EARTH,0,3000,1.1,02/12/2016,False
Red-Eyes Wyvern,Effect Monster,4,Dragon,WIND,1800,1600,2.22,24/12/2020,False
Dwarf Star Dragon Planeter,Effect Monster,4,Dragon,LIGHT,1700,1200,0.5,07/09/2004,True
Darklord Nurse Reficule,Effect Monster,4,Fairy,DARK,1400,600,3.85,12/04/2014,True
Meklord Fortress,Spell Card,,Field,,,,0.98,09/03/2008,False
Amphibian Beast,Normal Monster,6,Fish,WATER,2400,2000,1.52,31/01/2003,False
Black Cat-astrophe,Trap Card,,Normal,,,,2.02,26/05/2019,True
Glow-Up Bulb,Tuner Monster,1,Plant,EARTH,100,100,8.67,24/05/2007,True
Balance of Judgment,Trap Card,,Normal,,,,3.59,06/03/2014,False
Pinecono,Effect Monster,1,Plant,EARTH,400,200,1.47,24/09/2004,True
Dora of Fate,Trap Card,,Normal,,,,0.32,30/04/2008,True
Layard the Liberator,Effect Monster,4,Fairy,LIGHT,1400,1500,1.53,25/11/2009,False
Genex Searcher,Effect Monster,4,Machine,EARTH,1600,400,9.45,20/01/2016,True
Mecha Phantom Beast Blue Impala,Tuner Monster,3,Machine,WIND,1400,1100,6.15,03/02/2018,True
Crawling Dragon,Normal Monster,5,Dragon,EARTH,1600,1400,8.01,31/07/2019,False
Prediction Princess Crystaldine,Flip Effect Monster,5,Fairy,WATER,1400,2200,0.17,26/02/2007,False
Lady of D.,Effect Monster,4,Spellcaster,DARK,1500,1100,6.2,26/01/2015,True
Science Soldier,Normal Monster,3,Warrior,DARK,800,800,0.67,14/04/2019,True
Zushin the Sleeping Giant,Effect Monster,10,Warrior,EARTH,0,0,9.63,04/01/2017,False
Phonon Pulse Dragon,Synchro Tuner Monster,4,Dragon,DARK,1900,800,9.99,07/11/1999,True
Chronomaly Mud Golem,Effect Monster,4,Rock,EARTH,1700,1000,1.42,21/05/2012,True
Chicken Game,Spell Card,,Field,,,,7.13,28/06/2013,False
Hoshiningen,Effect Monster,2,Fairy,LIGHT,500,700,7.23,04/10/2016,False
Confusion Chaff,Trap Card,,Normal,,,,2.85,15/04/2017,False
Searchlightman,Flip Effect Monster,3,Machine,LIGHT,1000,1000,5.24,12/05/2009,True
Snowdust Dragon,Effect Monster,8,Dragon,WATER,2800,1800,4.09,02/03/2019,False
Gemini Imps,Effect Monster,4,Fiend,DARK,1000,1000,4.15,13/05/2008,False
Caligo Claw Crow,Effect Monster,2,Winged Beast,DARK,900,600,8.67,07/01/2010,False
Performage Trick Clown,Effect Monster,4,Spellcaster,LIGHT,1600,1200,2.76,14/06/2014,True
Emergency Teleport,Spell Card,,Quick-Play,,,,6.4,05/02/2016,True
Koumori Dragon,Normal Monster,4,Dragon,DARK,1500,1200,7.68,01/01/2019,True
Skull Meister,Effect Monster,4,Fiend,DARK,1700,400,7.51,23/03/2004,True
Odd-Eyes Mirage Dragon,Pendulum Effect Monster,3,Dragon,DARK,1200,600,6.8,14/11/2002,True
King of the Beasts,Effect Monster,7,Beast,EARTH,2500,800,4.21,22/10/2001,True
Wonder Wand,Spell Card,,Equip,,,,5.12,05/03/2003,True
Black-Winged Strafe,Spell Card,,Normal,,,,3.99,22/09/2015,False
Performapal King Bear,Pendulum Effect Monster,6,Beast-Warrior,EARTH,2200,1000,5.81,25/07/2012,True
Ancient Gear Drill,Spell Card,,Normal,,,,2.92,05/01/2005,False
Barrel Lily,Normal Monster,3,Plant,EARTH,1100,600,8.82,25/08/2003,True
Dark Flattop,Synchro Monster,8,Machine,DARK,0,3000,6.6,17/10/2016,True
Mecha Phantom Beast Tetherwolf,Effect Monster,4,Machine,WIND,1700,1200,4.03,09/12/2007,True
CXyz Barian Hope,XYZ Monster,7,Warrior,LIGHT,0,0,9.59,27/12/2013,True
Ultimate Baseball Kid,Effect Monster,3,Warrior,FIRE,500,1000,6.84,23/01/2002,True
Corrupted Keys,Trap Card,,Normal,,,,1.14,20/05/2002,False
Umbral Mirage Token,Token,,Fiend,,,,3.46,24/01/2015,False
Hero Heart,Spell Card,,Normal,,,,8.66,13/09/2012,False
Spirit Ryu,Effect Monster,4,Dragon,WIND,1000,1000,9.45,12/05/2004,False
Goddess of Whim,Effect Monster,3,Fairy,LIGHT,950,700,4.2,26/10/1999,False
Divine Dragon Aquabizarre,Effect Monster,5,Sea Serpent,WATER,2100,1500,7.89,26/06/2002,True
Junk Puppet,Spell Card,,Normal,,,,0.2,19/08/2013,True
Gem-Knight Citrine,Fusion Monster,7,Pyro,EARTH,2200,1950,8.3,03/12/2000,True
Earthbound Linewalker,Effect Monster,4,Fiend,DARK,1200,1900,3.58,20/05/2009,True
Amazoness Archers,Trap Card,,Normal,,,,9.09,18/02/2001,False
Soul Exchange,Spell Card,,Normal,,,,2.19,03/12/2019,True
Guardian Angel Joan,Effect Monster,7,Fairy,LIGHT,2800,2000,8.31,04/05/2002,True
Condemned Maiden,Effect Monster,4,Fairy,LIGHT,100,2000,1.33,22/07/2003,True
The Gross Ghost of Fled Dreams,Normal Monster,4,Fiend,DARK,1300,1800,6.29,31/12/2012,False
Fiery Fervor,Trap Card,,Normal,,,,4.84,25/07/2013,False
Continuous Destruction Punch,Spell Card,,Continuous,,,,0.87,25/12/2007,False
Soul Absorption,Spell Card,,Continuous,,,,9.64,12/08/2010,True
Induced Explosion,Trap Card,,Normal,,,,3.01,05/12/2016,True
Power Tool Mecha Dragon,Synchro Monster,7,Machine,DARK,2300,2500,9.44,05/01/2015,True
Scary Moth,Effect Monster,6,Insect,WIND,1800,2300,0.45,28/11/2011,True
Junk Defender,Effect Monster,3,Warrior,EARTH,500,1800,4.07,21/04/2002,True
Orient Dragon,Synchro Monster,6,Dragon,WIND,2300,1000,8.26,05/06/2019,True
Meklord Emperor Wisel,Effect Monster,1,Machine,DARK,2500,2500,1.09,07/07/2011,True
Battlin' Boxer Switchitter,Effect Monster,4,Warrior,FIRE,1500,1400,1.65,18/05/2001,True
Stinging Swordsman,Effect Monster,1,Warrior,WIND,300,600,8.81,20/05/1999,False
A Feint Plan,Trap Card,,Normal,,,,9.56,06/06/2007,False
Stone Dragon,Normal Monster,7,Rock,EARTH,2000,2300,1.73,08/08/2003,True
Sky Dragoons of Draconia,Pendulum Normal Monster,5,Winged Beast,WIND,2200,200,1.28,05/02/2007,True
Inzektor Dragonfly,Effect Monster,3,Insect,DARK,1000,1800,2.02,31/08/2017,True
Mustering of the Dark Scorpions,Spell Card,,Normal,,,,3.78,05/11/2002,True
Crystal Beast Emerald Tortoise,Effect Monster,3,Aqua,WATER,600,2000,4.5,11/01/2011,True
Flamvell Dragnov,Effect Monster,2,Dragon,FIRE,1100,200,5.35,02/07/2017,True
Royal Knight,Effect Monster,3,Fairy,LIGHT,1300,800,7.33,17/05/2019,False
Pandemic Dragon,Effect Monster,7,Dragon,DARK,2500,1000,3.93,11/03/2001,False
Precious Cards from Beyond,Spell Card,,Continuous,,,,0.92,01/10/2000,False
Cosmic Fortress Gol'gar,Synchro Monster,5,Reptile,LIGHT,2600,1800,5.76,06/04/2019,True
Miracle Restoring,Trap Card,,Normal,,,,0.73,09/05/2019,True
Metal Guardian,Normal Monster,5,Fiend,DARK,1150,2150,3.17,26/03/2011,False
Gemini Soldier,Gemini Monster,2,Warrior,WIND,500,300,7.78,14/04/2019,True
Archfiend Commander,Effect Monster,6,Fiend,DARK,2500,1200,2.19,04/12/2008,True
Telekinetic Charging Cell,Spell Card,,Equip,,,,2.07,27/05/2001,True
Majespecter Crow - Yata,Pendulum Effect Monster,4,Spellcaster,WIND,1000,1500,6.65,29/08/2019,True
Faustian Bargain,Spell Card,,Normal,,,,4.75,30/11/1999,True
The Emperor's Holiday,Trap Card,,Continuous,,,,2.57,11/11/2008,False
Fairy's Gift,Normal Monster,4,Spellcaster,LIGHT,1400,1000,2.96,04/02/2000,True
Triamid Sphinx,Effect Monster,10,Rock,EARTH,2500,2500,7.12,14/05/2009,False
Wicked-Breaking Flamberge - Baou,Spell Card,,Equip,,,,2.71,14/11/2017,True
Genex Ally Duradark,Effect Monster,4,Machine,DARK,1800,200,1,22/10/2008,True
Exterio's Fang,Trap Card,,Counter,,,,5.56,12/03/2020,True
Secret Village of the Spellcasters,Spell Card,,Field,,,,9.64,30/05/2018,True
Hardened Armed Dragon,Effect Monster,4,Dragon,EARTH,1500,800,7.35,20/11/2008,True
Pendulum Hole,Trap Card,,Counter,,,,2.53,23/09/2015,True
Genex Controller,Normal Tuner Monster,3,Machine,DARK,1400,1200,6.66,17/03/2017,False
Mystic Horseman,Normal Monster,4,Beast,EARTH,1300,1550,7.45,21/08/2004,False
Fire Hand,Effect Monster,4,Pyro,FIRE,1600,1000,5.97,23/11/2020,False
Metalmorph,Trap Card,,Normal,,,,1.41,31/05/2011,True
Metalmorph,Trap Card,,Normal,,,,4.59,06/06/2003,True
Stardust Xiaolong,Effect Monster,1,Dragon,LIGHT,100,100,9.08,29/07/2011,True
Wind-Up Zenmaister,XYZ Monster,4,Machine,EARTH,1900,1500,4.25,10/01/2013,True
Bujingi Crane,Effect Monster,4,Winged Beast,LIGHT,1600,300,1.36,02/04/2000,False
Bujinki Amaterasu,XYZ Monster,4,Beast-Warrior,LIGHT,2600,2500,5.15,14/03/2015,True
Prediction Princess Petalelf,Flip Effect Monster,3,Fairy,EARTH,800,700,6.87,20/10/2003,True
Slime Toad,Normal Monster,2,Aqua,WATER,700,500,0.27,21/04/2009,False
Little Chimera,Effect Monster,2,Beast,FIRE,600,550,8.52,04/01/2014,False
Single Purchase,Spell Card,,Normal,,,,9.8,28/01/2010,False
Fortune's Future,Spell Card,,Normal,,,,8.7,31/05/2016,True
Paladin of the Cursed Dragon,Effect Monster,4,Zombie,LIGHT,1900,1200,7.17,01/09/2005,True
Red Ogre,Effect Monster,7,Zombie,EARTH,2800,2100,3.19,17/05/2011,False
Elemental HERO Inferno,Fusion Monster,8,Pyro,FIRE,2300,1600,3.78,02/12/2009,True
